      1110     1.80419    -4.72020    -2.91600     0.39002
      1120     1.84127    -4.75749    -2.91622     0.18562
      1130     1.89423    -4.81062    -2.91639    -0.01009
      1140     1.81251    -4.72866    -2.91615     0.32951
      1150     1.69659    -4.61257    -2.91598     0.80205
      1160     1.69433    -4.61061    -2.91628     0.86175
      1170     1.68048    -4.59668    -2.91620     0.90927
      1180     1.68852    -4.60455    -2.91603     0.86132
      1190     1.78161    -4.69784    -2.91623     0.56322
      1200     1.78610    -4.70228    -2.91618     0.58376
      1210     1.75910    -4.67540    -2.91631     0.73704
      1220     1.70538    -4.62149    -2.91611     0.95629
      1230     1.64249    -4.55862    -2.91613     1.21136
      1240     1.73125    -4.64751    -2.91626     0.91612
      1250     1.83923    -4.75540    -2.91617     0.52404
      1260     1.81600    -4.73206    -2.91606     0.57558
      1270     1.82046    -4.73645    -2.91599     0.52978
      1280     1.87987    -4.79620    -2.91634     0.32552
      1290     1.74339    -4.65938    -2.91600     0.74705
      1300     1.74979    -4.66591    -2.91612     0.69243
      1310     1.79886    -4.71494    -2.91608     0.44519
      1320     1.86744    -4.78366    -2.91621     0.16072
      1330     1.82511    -4.74112    -2.91601     0.26919
      1340     1.80116    -4.71740    -2.91624     0.38038
      1350     1.77168    -4.68777    -2.91609     0.52237
      1360     1.86772    -4.78410    -2.91639     0.29647
      1370     1.68897    -4.60473    -2.91576     0.90042
      1380     1.72685    -4.64312    -2.91627     0.81159
      1390     1.74349    -4.65963    -2.91614     0.74592
      1400     1.75086    -4.66710    -2.91624     0.75382
      1410     1.73993    -4.65611    -2.91618     0.83231
      1420     1.70279    -4.61885    -2.91606     0.97930
      1430     1.77649    -4.69287    -2.91638     0.74642
      1440     1.81677    -4.73293    -2.91617     0.59150
      1450     1.81050    -4.72664    -2.91613     0.62662
      1460     1.74898    -4.66520    -2.91622     0.81298
      1470     1.67314    -4.58924    -2.91611     0.97974
      1480     1.72172    -4.63796    -2.91624     0.78223
      1490     1.71693    -4.63294    -2.91600     0.77982
      1500     1.71218    -4.62836    -2.91618     0.80746
