       610    12.66844    -1.95372    10.71473
       620    12.38135    -1.66717    10.71418
       630    12.08532    -1.37172    10.71360
       640    12.84208    -2.12530    10.71677
       650    12.58696    -1.87133    10.71564
       660    12.92924    -2.21273    10.71651
       670    11.97986    -1.26376    10.71610
       680    12.24630    -1.53570    10.71060
       690    12.09496    -1.38171    10.71325
       700    12.61663    -1.90517    10.71146
       710    12.18637    -1.47064    10.71573
       720    12.45701    -1.74689    10.71012
       730    12.53587    -1.82597    10.70990
       740    12.05108    -1.33608    10.71499
       750    12.85453    -2.14029    10.71424
       760    12.66844    -1.95598    10.71246
       770    12.06880    -1.35367    10.71513
       780    12.49998    -1.78423    10.71575
       790    12.11779    -1.40522    10.71258
       800    12.19732    -1.48893    10.70839
       810    12.31379    -1.60889    10.70490
       820    11.53382    -0.81499    10.71883
       830    12.54348    -1.83496    10.70852
       840    12.58379    -1.87089    10.71290
       850    12.17005    -1.45256    10.71749
       860    11.69084    -0.97389    10.71695
       870    12.31132    -1.59970    10.71162
       880    12.43630    -1.72375    10.71254
       890    11.87537    -1.15304    10.72233
       900    12.52640    -1.80788    10.71852
       910    11.98862    -1.27153    10.71709
       920    11.97826    -1.25600    10.72227
       930    12.24191    -1.52881    10.71310
       940    12.36752    -1.65532    10.71220
       950    12.54031    -1.82796    10.71235
       960    12.35473    -1.64270    10.71203
       970    12.65008    -1.93586    10.71422
       980    12.79765    -2.07811    10.71954
       990    12.75294    -2.03994    10.71300
      1000    12.01374    -1.29396    10.71978
      1010    11.50665    -0.78412    10.72254
      1020    11.65850    -0.94247    10.71603
      1030    12.16339    -1.44431    10.71909
      1040    12.40194    -1.68507    10.71687
      1050    12.25362    -1.53942    10.71420
      1060    12.25736    -1.54636    10.71100
      1070    12.39778    -1.68740    10.71037
      1080    12.14252    -1.42643    10.71610
      1090    12.30397    -1.59701    10.70696
      1100    11.69775    -0.98405    10.71370
      1110    12.13816    -1.42126    10.71690
      1120    12.14710    -1.43006    10.71704
      1130    12.24617    -1.53502    10.71116
      1140    12.00882    -1.28842    10.72039
      1150    12.64539    -1.93332    10.71207
      1160    12.74474    -2.03056    10.71418
      1170    12.16111    -1.44003    10.72108
      1180    12.09187    -1.37431    10.71756
      1190    12.44255    -1.73205    10.71050
      1200    12.48073    -1.76716    10.71357
      1210    12.49973    -1.78949    10.71025
      1220    12.06095    -1.34260    10.71834
      1230    12.48137    -1.77078    10.71059
      1240    12.00984    -1.29669    10.71315
      1250    12.65599    -1.94281    10.71319
      1260    12.12610    -1.40638    10.71972
      1270    12.72484    -2.01415    10.71069
      1280    12.57156    -1.85661    10.71495
      1290    11.92798    -1.21793    10.71005
      1300    12.37851    -1.65787    10.72064
      1310    11.70657    -0.99713    10.70944
      1320    12.33427    -1.61273    10.72154
      1330    12.96057    -2.24612    10.71445
      1340    12.47257    -1.75594    10.71663
      1350    11.83365    -1.12146    10.71219
      1360    12.03570    -1.31209    10.72360
      1370    11.80645    -1.08663    10.71982
      1380    12.31110    -1.60049    10.71061
      1390    12.44660    -1.73079    10.71581
      1400    12.24968    -1.53087    10.71881
      1410    12.07528    -1.35981    10.71547
      1420    12.20619    -1.48919    10.71699
      1430    12.75509    -2.04073    10.71437
      1440    11.86978    -1.15337    10.71641
      1450    11.84567    -1.12481    10.72086
      1460    12.22953    -1.50903    10.72050
      1470    12.51508    -1.79795    10.71714
      1480    11.92197    -1.21513    10.70684
      1490    12.16806    -1.45218    10.71588
      1500    12.09342    -1.37758    10.71584
